"日期",用户注册来源,订单来源,业务类别,订单地区,投诉原因,新增订单量,实际服务订单量,待服务订单量,取消订单量,被拒订单量,待服务订单已消耗天数,好评订单量,被投诉订单量,新增订单数量级别,半月分组,年,中国分组,到今天的差额（天）,hours
2014年10月5日,UC浏览器引流,微信公众号,洗衣,上海,无服务,10936.0,9656.0,1024.0,154.0,102.0,6.0,7470.0,69.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,Android APP,按摩,长沙,服务者原因,20425.0,16212.0,2832.0,586.0,795.0,3.0,11285.0,253.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,Android APP,按摩,长沙,其他,17691.0,17477.0,147.0,41.0,26.0,6.0,10875.0,482.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,Android APP,按摩,成都,服务者原因,10195.0,10055.0,110.0,14.0,16.0,10.0,5927.0,197.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,Android APP,按摩,武汉,服务者原因,18331.0,16829.0,1092.0,248.0,162.0,6.0,12989.0,368.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,Android APP,按摩,武汉,其他,23000.0,19809.0,2331.0,494.0,366.0,6.0,12544.0,717.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,Android APP,洗衣,长沙,无服务,10443.0,10231.0,134.0,40.0,38.0,4.0,6900.0,154.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,Android APP,洗衣,杭州,无服务,24105.0,21315.0,2197.0,180.0,413.0,1.0,13683.0,595.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,Android APP,洗衣,杭州,无服务,26566.0,26265.0,189.0,66.0,46.0,6.0,13393.0,999.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,Android APP,洗衣,上海,服务者原因,15496.0,11364.0,3135.0,771.0,226.0,7.0,6888.0,360.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,Android APP,洗衣,上海,其他,26893.0,16269.0,8049.0,933.0,1642.0,1.0,12414.0,168.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,Android APP,洗衣,武汉,服务者原因,16561.0,16287.0,170.0,67.0,37.0,8.0,10485.0,568.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,Android APP,洗衣,武汉,无服务,19882.0,12300.0,5136.0,1854.0,592.0,1.0,8918.0,251.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,iOS APP,按摩,北京,服务者原因,21657.0,16579.0,3851.0,756.0,471.0,7.0,12293.0,369.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,iOS APP,按摩,长沙,其他,11599.0,10897.0,510.0,146.0,46.0,8.0,6654.0,332.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,iOS APP,按摩,广州,无服务,28479.0,23226.0,3569.0,961.0,723.0,9.0,17876.0,266.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,iOS APP,按摩,深圳,服务者原因,28441.0,20588.0,4760.0,2101.0,992.0,9.0,10456.0,419.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,iOS APP,按摩,深圳,其他,12998.0,10574.0,1814.0,434.0,176.0,2.0,6234.0,290.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,iOS APP,按摩,深圳,其他,27820.0,21772.0,4058.0,1473.0,517.0,7.0,12113.0,387.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,iOS APP,洗衣,成都,服务者原因,10975.0,9253.0,1156.0,370.0,196.0,5.0,5770.0,275.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,iOS APP,洗衣,成都,无服务,20638.0,20324.0,211.0,53.0,50.0,6.0,10424.0,351.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,iOS APP,洗衣,杭州,服务者原因,24634.0,17911.0,5016.0,1165.0,542.0,4.0,10723.0,400.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,iOS APP,洗衣,杭州,其他,19004.0,18980.0,15.0,7.0,2.0,5.0,13622.0,421.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,iOS APP,洗衣,上海,服务者原因,11239.0,7273.0,3139.0,582.0,245.0,10.0,5671.0,157.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,iOS APP,洗衣,上海,无服务,24114.0,22122.0,1341.0,371.0,280.0,4.0,13614.0,653.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,iOS APP,洗衣,深圳,其他,23503.0,19079.0,2782.0,850.0,792.0,10.0,9958.0,903.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,iOS APP,洗衣,深圳,无服务,22036.0,14242.0,5002.0,1769.0,1023.0,4.0,7125.0,320.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,iOS APP,洗衣,武汉,服务者原因,13388.0,9837.0,2781.0,290.0,480.0,6.0,6873.0,210.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,iOS APP,洗衣,武汉,服务者原因,29902.0,23290.0,4232.0,1788.0,592.0,3.0,13605.0,578.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,微信公众号,按摩,成都,服务者原因,15446.0,10638.0,3772.0,457.0,579.0,7.0,5344.0,528.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,微信公众号,按摩,广州,服务者原因,12661.0,11653.0,645.0,120.0,243.0,8.0,8716.0,109.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,微信公众号,按摩,广州,服务者原因,15595.0,15092.0,315.0,112.0,76.0,6.0,7747.0,527.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,微信公众号,按摩,广州,其他,16301.0,12122.0,2800.0,467.0,912.0,9.0,8785.0,127.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,微信公众号,按摩,杭州,无服务,10315.0,7799.0,1940.0,244.0,332.0,7.0,5531.0,213.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,微信公众号,按摩,杭州,无服务,26117.0,24458.0,1281.0,260.0,118.0,9.0,13090.0,899.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,微信公众号,按摩,武汉,服务者原因,10922.0,7641.0,2401.0,535.0,345.0,8.0,4404.0,179.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,微信公众号,按摩,武汉,服务者原因,23920.0,18982.0,3806.0,436.0,696.0,7.0,10405.0,429.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,微信公众号,洗衣,北京,其他,12062.0,7447.0,3351.0,663.0,601.0,8.0,4227.0,218.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,微信公众号,洗衣,广州,服务者原因,11651.0,7301.0,2791.0,890.0,669.0,5.0,4417.0,279.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,微信公众号,洗衣,广州,无服务,24313.0,18672.0,4167.0,455.0,1019.0,4.0,12261.0,244.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,微信公众号,洗衣,杭州,无服务,26106.0,15918.0,7749.0,1078.0,1361.0,8.0,12505.0,158.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,微信公众号,洗衣,上海,其他,14457.0,11687.0,1934.0,589.0,247.0,9.0,8661.0,113.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,微信公众号,洗衣,上海,其他,19016.0,12150.0,4910.0,1415.0,541.0,2.0,6689.0,303.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,微信公众号,洗衣,上海,无服务,20266.0,16589.0,2431.0,969.0,277.0,1.0,11376.0,498.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,微信公众号,洗衣,深圳,其他,10233.0,7220.0,2194.0,428.0,391.0,10.0,5490.0,143.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,微信公众号,洗衣,武汉,服务者原因,12528.0,9315.0,2093.0,611.0,509.0,5.0,7005.0,206.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,微信公众号,洗衣,武汉,服务者原因,17900.0,13482.0,3485.0,564.0,369.0,9.0,9955.0,348.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,地推二维码扫描,微信公众号,洗衣,武汉,其他,12039.0,9176.0,2267.0,408.0,188.0,4.0,4868.0,154.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,广告二维码,Android APP,按摩,成都,其他,20545.0,16820.0,2409.0,592.0,724.0,5.0,12422.0,132.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,广告二维码,Android APP,洗衣,北京,其他,17346.0,16921.0,290.0,97.0,38.0,5.0,10719.0,612.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,广告二维码,Android APP,洗衣,上海,服务者原因,14994.0,14775.0,152.0,22.0,45.0,10.0,11143.0,257.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,广告二维码,Android APP,洗衣,武汉,服务者原因,26589.0,19849.0,4102.0,1676.0,962.0,2.0,14379.0,257.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,广告二维码,iOS APP,按摩,武汉,服务者原因,28582.0,21204.0,4851.0,1744.0,783.0,6.0,13151.0,561.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,广告二维码,iOS APP,洗衣,长沙,其他,22964.0,19047.0,2667.0,541.0,709.0,10.0,14773.0,167.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,广告二维码,iOS APP,洗衣,成都,服务者原因,22097.0,14954.0,4879.0,721.0,1543.0,9.0,11300.0,220.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,广告二维码,iOS APP,洗衣,广州,其他,24713.0,20498.0,2591.0,665.0,959.0,4.0,16328.0,255.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,广告二维码,iOS APP,洗衣,杭州,无服务,14417.0,14289.0,97.0,23.0,8.0,1.0,7434.0,432.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,广告二维码,iOS APP,洗衣,深圳,服务者原因,23984.0,16902.0,4440.0,1949.0,693.0,2.0,10307.0,226.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,广告二维码,微信公众号,洗衣,北京,服务者原因,16236.0,11822.0,3147.0,747.0,520.0,8.0,6206.0,303.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,广告二维码,微信公众号,洗衣,北京,服务者原因,25211.0,22120.0,1963.0,610.0,518.0,2.0,11141.0,784.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,广告二维码,微信公众号,洗衣,深圳,其他,17755.0,12461.0,3742.0,720.0,832.0,6.0,9895.0,244.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,Android APP,按摩,北京,服务者原因,17541.0,16659.0,672.0,153.0,57.0,6.0,9477.0,246.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,Android APP,按摩,北京,无服务,24078.0,15400.0,5807.0,1796.0,1075.0,3.0,11307.0,150.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,Android APP,按摩,长沙,其他,22016.0,15161.0,5006.0,575.0,1274.0,7.0,10298.0,239.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,Android APP,按摩,上海,服务者原因,21166.0,19231.0,1238.0,276.0,421.0,5.0,13575.0,323.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,Android APP,按摩,武汉,其他,12519.0,7772.0,3057.0,873.0,817.0,6.0,4971.0,128.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,Android APP,按摩,武汉,其他,14208.0,12132.0,1561.0,410.0,105.0,10.0,7222.0,270.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,Android APP,洗衣,长沙,其他,21707.0,14000.0,4776.0,1385.0,1546.0,10.0,10495.0,180.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,Android APP,洗衣,长沙,无服务,16334.0,15344.0,748.0,171.0,71.0,7.0,9315.0,224.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,Android APP,洗衣,成都,无服务,24603.0,22240.0,1482.0,369.0,512.0,9.0,15580.0,419.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,Android APP,洗衣,杭州,其他,15833.0,15004.0,621.0,144.0,64.0,8.0,11007.0,324.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,Android APP,洗衣,深圳,无服务,18028.0,12991.0,3537.0,471.0,1029.0,9.0,9522.0,197.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,Android APP,洗衣,武汉,其他,15671.0,10654.0,3756.0,935.0,326.0,9.0,5480.0,383.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,iOS APP,按摩,成都,其他,20097.0,17372.0,1988.0,582.0,155.0,4.0,10635.0,203.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,iOS APP,按摩,广州,服务者原因,22803.0,21008.0,1436.0,264.0,95.0,2.0,15193.0,335.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,iOS APP,按摩,杭州,无服务,27034.0,20146.0,5331.0,501.0,1056.0,4.0,12552.0,240.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,iOS APP,按摩,上海,服务者原因,14577.0,11089.0,2752.0,348.0,388.0,4.0,6169.0,436.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,iOS APP,按摩,武汉,无服务,11579.0,8071.0,2447.0,561.0,500.0,3.0,6308.0,175.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,iOS APP,洗衣,广州,服务者原因,16676.0,13465.0,2116.0,367.0,728.0,7.0,8866.0,242.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,iOS APP,洗衣,广州,服务者原因,24852.0,20908.0,2367.0,1203.0,374.0,3.0,11161.0,636.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,iOS APP,洗衣,广州,无服务,10102.0,7315.0,1732.0,747.0,308.0,1.0,5227.0,152.0,高级组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,iOS APP,洗衣,杭州,其他,20765.0,13517.0,5607.0,801.0,840.0,10.0,9215.0,195.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,iOS APP,洗衣,杭州,其他,21923.0,17453.0,3343.0,358.0,769.0,4.0,11179.0,221.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,iOS APP,洗衣,深圳,无服务,14003.0,11747.0,1424.0,602.0,230.0,2.0,6934.0,191.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,iOS APP,洗衣,武汉,无服务,13431.0,9791.0,2375.0,389.0,876.0,9.0,6060.0,188.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,微信公众号,按摩,北京,服务者原因,23152.0,15885.0,5764.0,508.0,995.0,3.0,9016.0,499.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,微信公众号,按摩,长沙,服务者原因,19208.0,15233.0,2664.0,454.0,857.0,8.0,7694.0,487.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,微信公众号,按摩,长沙,服务者原因,20580.0,12488.0,5534.0,1477.0,1081.0,2.0,9591.0,203.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,微信公众号,按摩,长沙,其他,16846.0,13082.0,2404.0,973.0,387.0,5.0,7672.0,315.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,微信公众号,按摩,上海,服务者原因,10119.0,9668.0,300.0,58.0,93.0,9.0,6698.0,240.0,高级组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,微信公众号,按摩,上海,其他,15425.0,13188.0,1531.0,505.0,201.0,2.0,8334.0,358.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,微信公众号,按摩,深圳,无服务,13626.0,11052.0,1655.0,682.0,237.0,8.0,6074.0,209.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,微信公众号,洗衣,北京,服务者原因,13058.0,9836.0,2092.0,773.0,357.0,5.0,6909.0,290.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,微信公众号,洗衣,长沙,服务者原因,14556.0,12404.0,1324.0,308.0,520.0,3.0,6684.0,174.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,微信公众号,洗衣,长沙,服务者原因,28649.0,18896.0,6458.0,2419.0,876.0,4.0,10128.0,558.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,微信公众号,洗衣,长沙,其他,10564.0,7821.0,1854.0,565.0,324.0,7.0,5630.0,71.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,微信公众号,洗衣,成都,无服务,21455.0,17633.0,2950.0,675.0,197.0,10.0,12832.0,225.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,微信公众号,洗衣,深圳,服务者原因,28388.0,17338.0,7373.0,1848.0,1829.0,7.0,9832.0,341.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,微信公众号,洗衣,深圳,无服务,26741.0,18258.0,6275.0,1135.0,1073.0,2.0,12641.0,256.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,微信朋友圈H5页面,微信公众号,洗衣,深圳,无服务,27244.0,22889.0,3046.0,968.0,341.0,3.0,13052.0,783.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,应用商店,Android APP,按摩,武汉,其他,17265.0,11781.0,3805.0,1019.0,660.0,5.0,6842.0,235.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,应用商店,Android APP,洗衣,长沙,无服务,17410.0,12366.0,3477.0,997.0,570.0,8.0,7705.0,391.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,应用商店,Android APP,洗衣,长沙,无服务,21427.0,17403.0,2787.0,546.0,691.0,5.0,11897.0,332.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,应用商店,iOS APP,按摩,杭州,无服务,25214.0,15735.0,6890.0,1772.0,817.0,8.0,10142.0,271.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,应用商店,iOS APP,按摩,上海,服务者原因,10369.0,10094.0,192.0,64.0,19.0,6.0,5942.0,260.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,应用商店,iOS APP,按摩,上海,其他,15562.0,14456.0,832.0,194.0,80.0,2.0,10870.0,193.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,应用商店,iOS APP,洗衣,上海,其他,12352.0,8178.0,3166.0,364.0,644.0,9.0,4847.0,145.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,应用商店,iOS APP,洗衣,深圳,无服务,21337.0,17736.0,2409.0,768.0,424.0,10.0,10640.0,544.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,应用商店,微信公众号,按摩,上海,无服务,16882.0,15315.0,955.0,404.0,208.0,9.0,12176.0,255.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,应用商店,微信公众号,洗衣,杭州,服务者原因,12664.0,7940.0,3044.0,1330.0,350.0,5.0,5186.0,222.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,应用商店,微信公众号,洗衣,杭州,无服务,12899.0,9325.0,2296.0,932.0,346.0,6.0,7382.0,167.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,应用商店,微信公众号,洗衣,上海,服务者原因,18944.0,13940.0,3106.0,708.0,1190.0,2.0,9232.0,168.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月6日,地推二维码扫描,Android APP,按摩,北京,服务者原因,13802.0,9385.0,2999.0,734.0,684.0,7.0,5618.0,121.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,按摩,北京,服务者原因,17595.0,15080.0,1636.0,334.0,545.0,6.0,8288.0,506.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,按摩,北京,其他,12081.0,10888.0,941.0,131.0,121.0,8.0,7942.0,234.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,按摩,北京,无服务,14817.0,14758.0,40.0,15.0,4.0,10.0,8709.0,186.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,按摩,长沙,其他,11192.0,7366.0,2714.0,364.0,748.0,7.0,5814.0,133.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,按摩,成都,服务者原因,12089.0,8341.0,2997.0,443.0,308.0,4.0,6220.0,93.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,按摩,成都,其他,16325.0,10550.0,4463.0,463.0,849.0,7.0,5709.0,321.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,按摩,成都,无服务,28429.0,20196.0,6256.0,966.0,1011.0,8.0,14521.0,413.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,按摩,广州,其他,23422.0,20975.0,1554.0,290.0,603.0,6.0,12978.0,260.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,按摩,杭州,服务者原因,12822.0,7776.0,3469.0,931.0,646.0,4.0,6141.0,162.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,按摩,杭州,服务者原因,28076.0,21180.0,4329.0,2024.0,543.0,7.0,16111.0,383.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,按摩,上海,其他,15554.0,15271.0,181.0,42.0,60.0,6.0,12174.0,105.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,按摩,上海,其他,26511.0,23449.0,2378.0,408.0,276.0,2.0,18315.0,339.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,按摩,上海,无服务,21190.0,14732.0,4791.0,858.0,809.0,1.0,10207.0,214.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,按摩,上海,无服务,26387.0,19131.0,5005.0,700.0,1551.0,3.0,11544.0,594.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,按摩,深圳,服务者原因,13914.0,12955.0,761.0,113.0,85.0,5.0,8226.0,467.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,按摩,深圳,其他,20813.0,14319.0,4221.0,1383.0,890.0,9.0,7476.0,612.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,按摩,深圳,其他,24280.0,17542.0,4142.0,1445.0,1151.0,6.0,9150.0,643.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,按摩,深圳,其他,26371.0,20449.0,3995.0,596.0,1331.0,7.0,16322.0,369.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,保洁,成都,服务者原因,10132.0,9583.0,357.0,77.0,115.0,4.0,6539.0,253.0,高级组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,保洁,上海,无服务,10986.0,7294.0,2598.0,448.0,646.0,6.0,4777.0,117.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,保洁,上海,无服务,27922.0,17280.0,7789.0,1204.0,1649.0,5.0,12756.0,244.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,保洁,武汉,其他,14824.0,10603.0,3248.0,536.0,437.0,8.0,7076.0,192.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,美甲,北京,无服务,25705.0,19138.0,5048.0,502.0,1017.0,10.0,11398.0,676.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,洗衣,北京,服务者原因,24344.0,22721.0,986.0,405.0,232.0,2.0,14323.0,703.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,洗衣,北京,无服务,14314.0,9922.0,3361.0,402.0,629.0,5.0,7624.0,199.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,洗衣,成都,其他,18059.0,15000.0,1972.0,351.0,736.0,3.0,11678.0,173.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,洗衣,成都,其他,28869.0,17971.0,7180.0,2737.0,981.0,4.0,13685.0,333.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,洗衣,成都,无服务,18569.0,17127.0,932.0,345.0,165.0,8.0,13484.0,195.0,其他分组,未分组,不合格,未分组项,422.0,0.0
2014年10月6日,地推二维码扫描,Android APP,洗衣,杭州,无服务,21055.0,12970.0,4902.0,1581.0,1602.0,6.0,7232.0,474.0,其他分组,未分组,不合格,未分组项,422.0,0.0
